STATE,MONTHS,Weeks,TOTAL_CONFIRMED,TOTAL_RECOVERED,TOTAL_TESTED,TOTAL_DECEASED
Andaman & Nicobar,October,Week_5,7651,7518,598033,129
Andaman & Nicobar,October,Week_4,7651,7516,594049,129
Andaman & Nicobar,October,Week_3,7646,7510,584772,129
Andaman & Nicobar,October,Week_2,7640,7501,575298,129
Andaman & Nicobar,October,Week_1,7629,7489,564433,129
Andaman & Nicobar,September,Week_5,7621,7483,552153,129
Andaman & Nicobar,September,Week_3,7607,7461,534985,129
Andaman & Nicobar,September,Week_4,7620,7480,548546,129
Andaman & Nicobar,July,Week_2,7499,7359,421940,129
Andaman & Nicobar,July,Week_3,7521,7374,429739,129
Andaman & Nicobar,July,Week_4,7531,7395,437301,129
Andaman & Nicobar,July,Week_5,7537,7400,440870,129
Andaman & Nicobar,August,Week_1,7544,7409,450208,129
Andaman & Nicobar,August,Week_2,7548,7417,458881,129
Andaman & Nicobar,August,Week_3,7557,7419,471525,129
Andaman & Nicobar,August,Week_4,7560,7428,484869,129
Andaman & Nicobar,August,Week_5,7566,7431,490652,129
Andaman & Nicobar,September,Week_1,7573,7437,504146,129
Andaman & Nicobar,September,Week_2,7592,7448,517648,129
Andaman & Nicobar,June,Week_4,7462,7286,408220,128
Andaman & Nicobar,June,Week_5,7467,7308,409890,128
Andaman & Nicobar,July,Week_1,7491,7349,416065,128
Andaman & Nicobar,June,Week_3,7415,7191,402629,127
Andaman & Nicobar,June,Week_2,7269,7034,397190,126
Andaman & Nicobar,June,Week_1,7131,6912,391273,123
Andaman & Nicobar,May,Week_5,7005,6719,386613,115
Andaman & Nicobar,May,Week_4,6936,6630,385020,113
Andaman & Nicobar,May,Week_3,6789,6417,382015,98
Andaman & Nicobar,May,Week_2,6542,6225,378887,85
Andaman & Nicobar,May,Week_1,6311,6030,375967,72
Andaman & Nicobar,April,Week_5,5949,5701,370896,67
Andaman & Nicobar,April,Week_4,5816,5606,367689,67
Andaman & Nicobar,April,Week_3,5490,5276,357442,64
Andaman & Nicobar,April,Week_2,5247,5078,343431,63
Andaman & Nicobar,March,Week_4,5046,4976,315818,62
Andaman & Nicobar,April,Week_1,5131,5020,330481,62
Andaman & Nicobar,March,Week_5,5083,4976,319864,62
Andaman & Nicobar,December,Week_3,4888,4740,166845,62
Andaman & Nicobar,December,Week_4,4929,4803,177926,62
Andaman & Nicobar,December,Week_5,4945,4826,181640,62
Andaman & Nicobar,January,Week_1,4958,4864,190031,62
Andaman & Nicobar,January,Week_2,4976,4891,199805,62
Andaman & Nicobar,January,Week_3,4991,4904,209437,62
Andaman & Nicobar,January,Week_4,4994,4924,218629,62
Andaman & Nicobar,January,Week_5,4994,4928,223137,62
Andaman & Nicobar,February,Week_1,5001,4932,235072,62
Andaman & Nicobar,February,Week_2,5009,4938,247289,62
Andaman & Nicobar,February,Week_3,5014,4949,258773,62
Andaman & Nicobar,February,Week_4,5020,4952,268499,62
Andaman & Nicobar,March,Week_1,5024,4955,280041,62
Andaman & Nicobar,March,Week_2,5031,4964,291842,62
Andaman & Nicobar,March,Week_3,5039,4969,304391,62
Andaman & Nicobar,November,Week_2,4527,4315,105699,61
Andaman & Nicobar,November,Week_3,4631,4428,115968,61
Andaman & Nicobar,November,Week_4,4698,4518,126331,61
Andaman & Nicobar,November,Week_5,4710,4550,129389,61
Andaman & Nicobar,December,Week_1,4773,4631,140961,61
Andaman & Nicobar,December,Week_2,4834,4681,153685,61
Andaman & Nicobar,November,Week_1,4441,4206,97603,60
Andhra Pradesh,October,Week_5,2066450,2047722,29518787,14373
Andhra Pradesh,October,Week_4,2065235,2046127,29404281,14365
Andhra Pradesh,October,Week_3,2062303,2042476,29142162,14327
Andhra Pradesh,October,Week_2,2059122,2038248,28879945,14286
Andhra Pradesh,October,Week_1,2055306,2032520,28612576,14236
Andhra Pradesh,September,Week_5,2050324,2024645,28293704,14176
Andhra Pradesh,September,Week_4,2048230,2022168,28178305,14150
Andhra Pradesh,September,Week_3,2040708,2012714,27813498,14089
Andhra Pradesh,September,Week_2,2031974,2003543,27413209,14019
Andhra Pradesh,September,Week_1,2023242,1994855,27037651,13935
Andhra Pradesh,August,Week_5,2014116,1985566,26629314,13857
Andhra Pradesh,August,Week_4,2010566,1981906,26471272,13807
Andhra Pradesh,August,Week_3,2001255,1972399,26034217,13715
Andhra Pradesh,August,Week_2,1992191,1960350,25595949,13631
Andhra Pradesh,August,Week_1,1980258,1946370,25108146,13513
Andhra Pradesh,July,Week_5,1966175,1931618,24563043,13377
Andhra Pradesh,July,Week_4,1959942,1925631,24324626,13312
Andhra Pradesh,July,Week_3,1946749,1909613,23838636,13197
Andhra Pradesh,July,Week_2,1929579,1890565,23220912,13057
Andhra Pradesh,July,Week_1,1911231,1865956,22608072,12919
Andhra Pradesh,June,Week_5,1889513,1838469,21993618,12706
Andhra Pradesh,June,Week_4,1882096,1827214,21804691,12630
Andhra Pradesh,June,Week_3,1853183,1782680,21205849,12363
Andhra Pradesh,June,Week_2,1814393,1722381,20538738,11999
Andhra Pradesh,June,Week_1,1763211,1637149,19856521,11552
Andhra Pradesh,May,Week_5,1693085,1528360,19256304,10930
Andhra Pradesh,May,Week_4,1657986,1466990,19009047,10634
Andhra Pradesh,May,Week_3,1542079,1323019,18435149,9904
Andhra Pradesh,May,Week_2,1388803,1175843,17791220,9173
Andhra Pradesh,May,Week_1,1245374,1050160,17160870,8519
Andhra Pradesh,April,Week_5,1101690,970718,16390360,7992
Andhra Pradesh,April,Week_4,1069544,954062,16217831,7871
Andhra Pradesh,April,Week_3,986703,918985,15793298,7510
Andhra Pradesh,April,Week_2,937049,901327,15534460,7339
Andhra Pradesh,April,Week_1,913274,892736,15302583,7262
Andhra Pradesh,March,Week_5,901989,887434,15083179,7217
Andhra Pradesh,March,Week_4,898815,886216,14990039,7205
Andhra Pradesh,March,Week_3,893734,884357,14736326,7189
Andhra Pradesh,March,Week_2,891861,883277,14534762,7184
Andhra Pradesh,March,Week_1,890692,882520,14236179,7174
Andhra Pradesh,February,Week_4,889916,882029,13954131,7169
Andhra Pradesh,February,Week_3,889298,881511,13728728,7167
Andhra Pradesh,February,Week_2,888869,880972,13546228,7162
Andhra Pradesh,February,Week_1,888423,880261,13345522,7159
Andhra Pradesh,January,Week_5,887836,879405,13137872,7153
Andhra Pradesh,January,Week_4,887466,878956,13012150,7152
Andhra Pradesh,January,Week_3,886557,877893,12739648,7142
Andhra Pradesh,January,Week_2,885616,876140,12482943,7138
Andhra Pradesh,January,Week_1,884171,874223,12164531,7126
Andhra Pradesh,December,Week_5,882286,871916,11825566,7108
Andhra Pradesh,December,Week_4,881273,870752,11657884,7098
Andhra Pradesh,December,Week_3,878937,867867,11301105,7078
Andhra Pradesh,December,Week_2,875836,864049,10875925,7059
Andhra Pradesh,December,Week_1,872288,859624,10453618,7038
Andhra Pradesh,November,Week_5,868064,853232,10057854,6992
Andhra Pradesh,November,Week_4,867063,848511,9962416,6981
Andhra Pradesh,November,Week_3,861092,839395,9543177,6927
Andhra Pradesh,November,Week_2,852955,826344,9101048,6854
Andhra Pradesh,November,Week_1,840730,812517,8587312,6779
Arunachal Pradesh,October,Week_5,55155,54774,1185436,280
Arunachal Pradesh,October,Week_4,55134,54739,1183878,280
Arunachal Pradesh,October,Week_3,55065,54645,1178328,280
Arunachal Pradesh,October,Week_2,54958,54476,1168106,280
Arunachal Pradesh,October,Week_1,54844,54146,1158462,279
Arunachal Pradesh,September,Week_5,54626,53931,1145519,276
Arunachal Pradesh,September,Week_4,54444,53831,1140445,275
Arunachal Pradesh,September,Week_3,54190,53505,1123514,273
Arunachal Pradesh,September,Week_2,53872,53073,1101817,271
Arunachal Pradesh,September,Week_1,53474,52595,1080325,268
Arunachal Pradesh,August,Week_4,52831,51508,1050462,260
Arunachal Pradesh,August,Week_5,53031,51908,1059614,260
Arunachal Pradesh,August,Week_3,52165,50526,1027502,257
Arunachal Pradesh,August,Week_2,51300,48921,1002065,252
Arunachal Pradesh,August,Week_1,49916,46803,972655,240
Arunachal Pradesh,July,Week_5,48122,43939,938932,229
Arunachal Pradesh,July,Week_4,47142,42617,921482,224
Arunachal Pradesh,July,Week_3,44222,39634,877444,204
Arunachal Pradesh,July,Week_2,41279,36903,838608,195
Arunachal Pradesh,July,Week_1,38283,34736,800789,184
Arunachal Pradesh,June,Week_5,35857,32923,765890,172
Arunachal Pradesh,June,Week_4,35227,32483,756207,167
Arunachal Pradesh,June,Week_3,33375,30677,721157,159
Arunachal Pradesh,June,Week_2,31648,28608,679537,151
Arunachal Pradesh,June,Week_1,29696,26131,638028,125
Arunachal Pradesh,May,Week_5,27272,23402,585905,115
Arunachal Pradesh,May,Week_4,26317,22352,568556,111
Arunachal Pradesh,May,Week_3,23553,20545,525589,92
Arunachal Pradesh,May,Week_2,21373,19094,497938,77
Arunachal Pradesh,May,Week_1,19802,17849,477466,60
Arunachal Pradesh,April,Week_5,18419,17134,453906,59
Arunachal Pradesh,April,Week_4,18062,17038,447019,58
Arunachal Pradesh,April,Week_2,16912,16792,418290,56
Arunachal Pradesh,April,Week_3,17186,16851,425461,56
Arunachal Pradesh,April,Week_1,16861,16788,415547,56
Arunachal Pradesh,December,Week_3,16652,16369,373351,56
Arunachal Pradesh,December,Week_4,16696,16521,376568,56
Arunachal Pradesh,December,Week_5,16719,16564,378151,56
Arunachal Pradesh,January,Week_1,16757,16622,382096,56
Arunachal Pradesh,January,Week_2,16798,16674,386124,56
Arunachal Pradesh,January,Week_3,16816,16722,388696,56
Arunachal Pradesh,January,Week_4,16827,16756,391275,56
Arunachal Pradesh,January,Week_5,16828,16759,392211,56
Arunachal Pradesh,February,Week_1,16830,16767,395994,56
Arunachal Pradesh,February,Week_2,16832,16773,400354,56
Arunachal Pradesh,February,Week_3,16836,16775,403485,56
Arunachal Pradesh,February,Week_4,16836,16780,405804,56
Arunachal Pradesh,March,Week_1,16839,16780,408171,56
Arunachal Pradesh,March,Week_2,16840,16781,410101,56
Arunachal Pradesh,March,Week_3,16842,16783,411821,56
Arunachal Pradesh,March,Week_4,16845,16785,413432,56
Arunachal Pradesh,March,Week_5,16845,16785,413963,56
Arunachal Pradesh,December,Week_1,16415,15653,365286,55
Arunachal Pradesh,December,Week_2,16536,16243,369540,55
Arunachal Pradesh,November,Week_5,16282,15411,359123,54
Arunachal Pradesh,November,Week_4,16262,15323,357695,51
Arunachal Pradesh,November,Week_3,16037,14937,350020,49
Arunachal Pradesh,November,Week_2,15792,14421,341928,48
Arunachal Pradesh,November,Week_1,15389,13785,331244,45
Assam,October,Week_5,610645,600974,24712042,5997
Assam,October,Week_4,609828,600089,24613333,5989
Assam,October,Week_3,607811,598087,24344565,5962
Assam,October,Week_2,605847,596263,24093732,5938
Assam,October,Week_1,604218,594163,23871646,5911
Assam,September,Week_5,602163,591886,23563367,5873
Assam,September,Week_4,601421,590925,23465064,5861
Assam,September,Week_3,598864,587970,23089970,5813
Assam,September,Week_2,596162,584729,22693076,5767
Assam,September,Week_1,593087,580911,22218172,5719
Assam,August,Week_5,589426,576865,21674871,5660
Assam,August,Week_4,588025,574955,21467875,5636
Assam,August,Week_3,584098,570308,20911495,5566
Assam,August,Week_2,579488,564230,20287201,5482
Assam,August,Week_1,573532,556527,19537533,5372
Assam,July,Week_5,566198,547616,18631110,5260
Assam,July,Week_4,562731,543031,18283009,5201
Assam,July,Week_3,552425,530678,17349220,5054
Assam,July,Week_2,540453,514543,16526614,4910
Assam,July,Week_1,524556,496442,15646903,4743
Assam,June,Week_5,508484,477510,14848791,4539
Assam,June,Week_4,503333,472461,14656117,4482
Assam,June,Week_3,485310,448442,13757485,4243
Assam,June,Week_2,463175,418472,12757993,3994
Assam,June,Week_1,438746,385032,11808737,3695
Assam,May,Week_5,411216,354810,11045702,3365
Assam,May,Week_4,398010,340178,10745956,3168
Assam,May,Week_3,359640,302889,9982316,2588
Assam,May,Week_2,319632,274247,9385117,2060
Assam,May,Week_1,283313,246242,8975466,1578
Assam,April,Week_5,253123,226643,8604935,1307
Assam,April,Week_4,246847,222397,8465418,1255
Assam,April,Week_3,229138,217593,8025528,1150
Assam,April,Week_2,221868,216199,7713548,1122
Assam,April,Week_1,219027,215722,7332580,1111
Assam,March,Week_5,218412,215445,7231399,1105
Assam,March,Week_4,218270,215366,7198536,1104
Assam,March,Week_3,217976,215213,7109925,1100
Assam,March,Week_2,217797,215080,7020154,1098
Assam,March,Week_1,217668,214947,6936521,1094
Assam,February,Week_4,217537,214830,6850204,1092
Assam,February,Week_3,217392,214694,6761696,1091
Assam,February,Week_2,217293,214585,6671847,1087
Assam,February,Week_1,217210,214447,6567763,1084
Assam,January,Week_5,217141,214178,6465926,1082
Assam,January,Week_4,217071,213952,6429030,1081
Assam,January,Week_3,216940,213295,6331271,1077
Assam,January,Week_2,216762,212703,6232827,1065
Assam,January,Week_1,216481,212373,6136824,1059
Assam,December,Week_5,216211,211907,5997450,1045
Assam,December,Week_4,215997,211633,5926250,1038
Assam,December,Week_3,215510,210962,5794448,1020
Assam,December,Week_2,214803,210296,5644556,1003
Assam,December,Week_1,213925,209342,5490072,995
Assam,November,Week_5,212776,208393,5314189,981
Assam,November,Week_4,212483,208187,5279948,980
Assam,November,Week_3,211427,207219,5127982,973
Assam,November,Week_2,210175,205247,4991216,961
Assam,November,Week_1,208637,200936,4834733,940
Bihar,October,Week_4,726079,716372,49879683,9661
Bihar,October,Week_3,726042,716351,48725005,9661
Bihar,October,Week_2,726016,716313,47929626,9661
Bihar,October,Week_1,725979,716286,47054417,9661
Bihar,September,Week_5,725958,716243,46215179,9661
Bihar,October,Week_5,726098,716390,50531824,9661
Bihar,September,Week_4,725948,716235,45912182,9660
Bihar,September,Week_3,725907,716188,44865879,9659
Bihar,September,Week_2,725845,716113,43920860,9658
Bihar,September,Week_1,725765,716054,42858554,9656
Bihar,August,Week_4,725683,715918,41389814,9653
Bihar,August,Week_5,725708,715955,41845097,9653
Bihar,August,Week_2,725455,715555,39439556,9649
Bihar,August,Week_3,725568,715772,40371302,9649
Bihar,August,Week_1,725158,715191,38385764,9646
Bihar,July,Week_5,724835,714735,37351795,9643
Bihar,July,Week_4,724673,714554,36894903,9639
Bihar,July,Week_3,724169,713944,35822477,9635
Bihar,July,Week_2,723570,713163,34862415,9621
Bihar,July,Week_1,722850,712055,34000869,9612
Bihar,June,Week_5,721914,710569,33206104,9588
Bihar,June,Week_4,721464,709908,32900668,9583
Bihar,June,Week_3,719939,707365,32183413,9557
Bihar,June,Week_2,717539,703262,31429415,9505
Bihar,June,Week_1,713879,700224,30673286,5424
Bihar,May,Week_5,706761,685362,29910596,5163
Bihar,May,Week_4,702682,672868,29626601,5004
Bihar,May,Week_3,681199,627548,28735144,4339
Bihar,May,Week_2,637679,544445,27839046,3670
Bihar,May,Week_1,567269,449063,27093943,3139
Bihar,April,Week_5,470317,362356,26433890,2560
Bihar,April,Week_4,441375,340236,26237749,2391
Bihar,April,Week_3,354281,288637,25541936,1897
Bihar,April,Week_2,295171,269795,24843640,1651
Bihar,April,Week_1,271919,264402,24195375,1591
Bihar,March,Week_5,265527,262371,23701470,1576
Bihar,March,Week_4,264955,262036,23550969,1572
Bihar,March,Week_3,263569,261487,23167654,1559
Bihar,March,Week_2,263025,261136,22825493,1551
Bihar,March,Week_1,262758,260899,22647925,1546
Bihar,February,Week_4,262534,260594,22434044,1541
Bihar,February,Week_3,262160,260088,22219581,1535
Bihar,February,Week_2,261741,259591,21987741,1525
Bihar,February,Week_1,261299,258925,21530827,1516
Bihar,January,Week_5,260719,258018,21021650,1501
Bihar,January,Week_4,260359,257391,20782818,1492
Bihar,January,Week_3,259449,255080,20237577,1468
Bihar,January,Week_2,257943,252487,19646625,1447
Bihar,January,Week_1,255474,249943,18991011,1424
Bihar,December,Week_5,252792,246685,18336722,1397
Bihar,December,Week_4,251304,245305,17999839,1386
Bihar,December,Week_3,247531,241358,17217553,1358
Bihar,December,Week_2,243673,237372,16383883,1325
Bihar,December,Week_1,239565,233117,15539015,1297
Bihar,November,Week_5,235616,228798,14664431,1264
Bihar,November,Week_4,234553,227714,14412044,1253
Bihar,November,Week_3,230247,223615,13543542,1216
Bihar,November,Week_2,226669,219250,12772706,1179
Bihar,November,Week_1,221811,213911,11867267,1136
Chandigarh,October,Week_3,65315,64469,777076,820
Chandigarh,October,Week_2,65295,64443,765417,820
Chandigarh,October,Week_1,65268,64408,753073,820
Chandigarh,October,Week_4,65335,64486,788391,820
Chandigarh,October,Week_5,65351,64495,792851,820
Chandigarh,September,Week_5,65230,64370,733605,819
Chandigarh,September,Week_4,65219,64358,733943,819
Chandigarh,September,Week_2,65162,64316,701316,818
Chandigarh,September,Week_3,65195,64333,717355,818
Chandigarh,September,Week_1,65124,64275,685856,815
Chandigarh,August,Week_4,65087,64236,665644,813
Chandigarh,August,Week_5,65105,64252,671875,813
Chandigarh,August,Week_3,62062,61206,650554,812
Chandigarh,July,Week_5,61953,61111,613891,811
Chandigarh,August,Week_1,61974,61137,624402,811
Chandigarh,August,Week_2,62028,61173,636775,811
Chandigarh,July,Week_1,61780,60872,577866,809
Chandigarh,July,Week_2,61851,60970,589344,809
Chandigarh,July,Week_3,61914,61064,599618,809
Chandigarh,July,Week_4,61943,61098,609259,809
Chandigarh,June,Week_5,61670,60708,567172,808
Chandigarh,June,Week_4,61632,60644,564021,807
Chandigarh,June,Week_3,61444,60327,552751,806
Chandigarh,June,Week_2,61160,59859,540918,794
Chandigarh,June,Week_1,60707,59193,525544,774
Chandigarh,May,Week_5,60046,57526,508469,753
Chandigarh,May,Week_4,59577,56084,499561,735
Chandigarh,May,Week_3,57737,51382,477484,680
Chandigarh,May,Week_2,54043,45268,454814,617
Chandigarh,May,Week_1,48442,39388,430125,549
Chandigarh,April,Week_5,42647,35263,404615,478
Chandigarh,April,Week_4,41122,34359,397590,457
Chandigarh,April,Week_3,35770,31222,371408,423
Chandigarh,April,Week_2,31985,28210,349851,404
Chandigarh,April,Week_1,29197,25688,328766,388
Chandigarh,March,Week_5,26999,23702,311905,379
Chandigarh,March,Week_4,26194,23184,306217,377
Chandigarh,March,Week_3,24459,22225,292183,362
Chandigarh,March,Week_2,23096,21650,278390,358
Chandigarh,March,Week_1,22318,21253,266685,355
Chandigarh,February,Week_4,21770,21037,254433,352
Chandigarh,February,Week_3,21425,20890,243429,349
Chandigarh,February,Week_2,21238,20765,234069,346
Chandigarh,February,Week_1,21107,20598,225242,340
Chandigarh,January,Week_4,20855,20363,212915,334
Chandigarh,January,Week_5,20925,20426,216246,334
Chandigarh,January,Week_3,20639,20162,204305,331
Chandigarh,January,Week_2,20438,19835,197283,330
Chandigarh,January,Week_1,20147,19582,189318,325
Chandigarh,December,Week_5,19748,19045,181186,317
Chandigarh,December,Week_4,19551,18856,177441,316
Chandigarh,December,Week_3,19128,18429,169489,310
Chandigarh,December,Week_2,18714,17698,161810,302
Chandigarh,December,Week_1,18113,16899,152801,293
Chandigarh,November,Week_5,17409,16070,142326,277
Chandigarh,November,Week_4,17246,15857,140730,274
Chandigarh,November,Week_3,16591,15198,131280,258
Chandigarh,November,Week_2,15636,14381,121484,246
Chandigarh,November,Week_1,15025,13978,114773,232
Chattisgarh,October,Week_5,1006052,992159,13709510,13577
Chattisgarh,October,Week_4,1005957,992097,13654009,13575
Chattisgarh,October,Week_3,1005773,991995,13506346,13572
Chattisgarh,October,Week_2,1005614,991841,13392793,13570
Chattisgarh,October,Week_1,1005464,991681,13259754,13568
Chattisgarh,September,Week_5,1005357,991491,13124901,13566
Chattisgarh,September,Week_4,1005295,991448,13076767,13564
Chattisgarh,September,Week_3,1005120,991260,12902733,13563
Chattisgarh,September,Week_2,1004937,991007,12734523,13559
Chattisgarh,September,Week_1,1004724,990803,12572452,13557
Chattisgarh,August,Week_4,1004379,990314,12319193,13555
Chattisgarh,August,Week_5,1004451,990484,12385727,13555
Chattisgarh,August,Week_3,1004117,989668,12132609,13552
Chattisgarh,August,Week_2,1003697,988790,11923082,13546
Chattisgarh,August,Week_1,1003078,987804,11666597,13539
Chattisgarh,July,Week_5,1002008,986621,11394233,13524
Chattisgarh,July,Week_4,1001651,985905,11272374,13520
Chattisgarh,July,Week_3,1000546,983656,11030460,13506
Chattisgarh,July,Week_2,998817,981303,10802957,13486
Chattisgarh,July,Week_1,996689,978208,10561227,13464
Chattisgarh,June,Week_5,994480,975077,10350237,13439
Chattisgarh,June,Week_4,993694,974049,10279914,13437
Chattisgarh,June,Week_3,991171,969212,10062387,13395
Chattisgarh,June,Week_2,987563,961569,9775790,13334
Chattisgarh,June,Week_1,981860,947527,9483235,13243
Chattisgarh,May,Week_5,971463,922674,9125243,13048
Chattisgarh,May,Week_4,965208,905361,8961200,12915
Chattisgarh,May,Week_3,941366,852529,8508024,12391
Chattisgarh,May,Week_2,899925,772500,8049298,11461
Chattisgarh,May,Week_1,830117,688918,7608062,10158
Chattisgarh,April,Week_5,728700,601161,7206500,8581
Chattisgarh,April,Week_4,697902,570995,7086058,8061
Chattisgarh,April,Week_3,588818,459600,6707690,6467
Chattisgarh,April,Week_2,486244,362301,6362947,5307
Chattisgarh,April,Week_1,396579,333227,6030841,4469
Chattisgarh,March,Week_5,349187,319488,5757808,4170
Chattisgarh,March,Week_4,340093,316778,5683536,4076
Chattisgarh,March,Week_3,324153,311761,5429721,3950
Chattisgarh,March,Week_2,317329,309433,5177770,3890
Chattisgarh,March,Week_1,314320,307642,4990336,3858
Chattisgarh,February,Week_4,312560,305951,4812273,3835
Chattisgarh,February,Week_3,310885,303973,4661484,3800
Chattisgarh,February,Week_2,309099,302069,4520503,3772
Chattisgarh,February,Week_1,307525,299494,4367871,3741
Chattisgarh,January,Week_5,305367,297339,4220304,3701
Chattisgarh,January,Week_4,304319,296187,4163045,3682
Chattisgarh,January,Week_3,295509,286277,4031552,3593
Chattisgarh,January,Week_2,292091,281136,3877768,3537
Chattisgarh,January,Week_1,286596,274283,3696394,3454
Chattisgarh,December,Week_5,279575,264769,3514707,3371
Chattisgarh,December,Week_4,276337,260056,3427215,3319
Chattisgarh,December,Week_3,268477,249218,3236897,3199
Chattisgarh,December,Week_2,258635,236588,3023151,3116
Chattisgarh,December,Week_1,248232,225633,2793936,3010
Chattisgarh,November,Week_5,237322,214826,2563606,2861
Chattisgarh,November,Week_4,234725,210917,2513159,2830
Chattisgarh,November,Week_3,221688,198316,2290759,2713
Chattisgarh,November,Week_2,210004,188167,2127134,2562
Chattisgarh,November,Week_1,199562,173872,1973211,2434
Delhi,October,Week_4,1439751,1414315,29252619,25091
Delhi,October,Week_5,1439870,1414431,29427753,25091
Delhi,October,Week_3,1439488,1414087,28854902,25090
Delhi,October,Week_2,1439311,1413885,28499638,25089
Delhi,October,Week_1,1439097,1413626,28076496,25088
Delhi,September,Week_5,1438868,1413381,27668859,25087
Delhi,September,Week_4,1438780,1413320,27459389,25087
Delhi,September,Week_3,1438556,1413071,27067329,25085
Delhi,September,Week_2,1438288,1412805,26600501,25083
Delhi,September,Week_1,1438041,1412572,26122321,25083
Delhi,August,Week_5,1437764,1412333,25678802,25082
Delhi,August,Week_4,1437685,1412212,25500410,25080
Delhi,August,Week_3,1437293,1411784,25042978,25079
Delhi,August,Week_2,1437038,1411491,24615976,25069
Delhi,August,Week_1,1436695,1411064,24155020,25066
Delhi,July,Week_5,1436265,1410631,23666237,25053
Delhi,July,Week_4,1436093,1410471,23458403,25049
Delhi,July,Week_3,1435671,1410066,22984943,25039
Delhi,July,Week_2,1435281,1409572,22503065,25021
Delhi,July,Week_1,1434780,1408917,21994742,25005
Delhi,June,Week_5,1434188,1407832,21483104,24977
Delhi,June,Week_4,1433993,1407473,21336772,24967
Delhi,June,Week_3,1432381,1405460,20831799,24925
Delhi,June,Week_2,1431270,1403205,20323110,24839
Delhi,June,Week_1,1429475,1399640,19821925,24627
Delhi,May,Week_5,1426240,1390963,19302280,24237
Delhi,May,Week_4,1423690,1385158,19081127,23951
Delhi,May,Week_3,1412959,1354445,18595993,22831
Delhi,May,Week_2,1380981,1288280,18169856,20907
Delhi,May,Week_1,1292867,1183093,17677125,18739
Delhi,April,Week_5,1149333,1033825,17151785,16147
Delhi,April,Week_4,1098051,982922,16995189,15377
Delhi,April,Week_3,930179,831928,16484000,12887
Delhi,April,Week_2,767438,705162,15861634,11540
Delhi,April,Week_1,690568,659980,15165413,11133
Delhi,March,Week_5,662430,642565,14575662,11027
Delhi,March,Week_4,657715,639164,14403030,11006
Delhi,March,Week_3,647984,633410,13822477,10956
Delhi,March,Week_2,643696,630493,13296093,10941
Delhi,March,Week_1,641101,628377,12826117,10921
Delhi,February,Week_4,639289,627044,12380699,10910
Delhi,February,Week_3,637900,625929,11971940,10900
Delhi,February,Week_2,636946,625024,11568892,10891
Delhi,February,Week_1,636035,624044,11145161,10879
Delhi,January,Week_5,635096,622882,10741426,10853
Delhi,January,Week_4,634524,622114,10553039,10835
Delhi,January,Week_3,633276,620374,10140743,10782
Delhi,January,Week_2,631589,617930,9666727,10722
Delhi,January,Week_1,628838,614026,9158755,10644
Delhi,December,Week_5,625369,609322,8659830,10536
Delhi,December,Week_4,623415,606644,8408511,10474
Delhi,December,Week_3,617808,598249,7862807,10304
Delhi,December,Week_2,608830,583509,7286847,10074
Delhi,December,Week_1,593924,561732,6793919,9706
Delhi,November,Week_5,570374,528315,6288065,9174
Delhi,November,Week_4,561742,516166,6173209,8998
Delhi,November,Week_3,523117,475106,5761078,8270
Delhi,November,Week_2,482170,430195,5428472,7519
Delhi,November,Week_1,430784,383614,5049020,6912
Dadra and Nagar Haveli,May,Week_4,10196,9817,72410,4
Dadra and Nagar Haveli,April,Week_3,5658,4122,72410,4
Dadra and Nagar Haveli,April,Week_4,7253,5083,72410,4
Dadra and Nagar Haveli,April,Week_5,7661,5546,72410,4
Dadra and Nagar Haveli,May,Week_1,8799,7115,72410,4
Dadra and Nagar Haveli,May,Week_2,9486,8388,72410,4
Dadra and Nagar Haveli,May,Week_3,9822,9167,72410,4
Dadra and Nagar Haveli,July,Week_1,10581,10508,72410,4
Dadra and Nagar Haveli,May,Week_5,10280,9946,72410,4
Dadra and Nagar Haveli,June,Week_1,10423,10212,72410,4
Dadra and Nagar Haveli,June,Week_2,10466,10367,72410,4
Dadra and Nagar Haveli,June,Week_3,10520,10425,72410,4
Dadra and Nagar Haveli,June,Week_4,10550,10474,72410,4
Dadra and Nagar Haveli,June,Week_5,10563,10484,72410,4
Dadra and Nagar Haveli,October,Week_5,10681,10644,72410,4
Dadra and Nagar Haveli,July,Week_2,10594,10536,72410,4
Dadra and Nagar Haveli,July,Week_3,10623,10554,72410,4
Dadra and Nagar Haveli,July,Week_4,10645,10568,72410,4
Dadra and Nagar Haveli,July,Week_5,10653,10589,72410,4
Dadra and Nagar Haveli,August,Week_1,10655,10611,72410,4
Dadra and Nagar Haveli,August,Week_2,10658,10620,72410,4
Dadra and Nagar Haveli,August,Week_3,10662,10623,72410,4
Dadra and Nagar Haveli,August,Week_4,10666,10625,72410,4
Dadra and Nagar Haveli,August,Week_5,10666,10627,72410,4
Dadra and Nagar Haveli,September,Week_1,10668,10631,72410,4
Dadra and Nagar Haveli,September,Week_2,10673,10633,72410,4
Dadra and Nagar Haveli,September,Week_3,10673,10638,72410,4
Dadra and Nagar Haveli,September,Week_4,10673,10638,72410,4
Dadra and Nagar Haveli,September,Week_5,10673,10638,72410,4
Dadra and Nagar Haveli,October,Week_1,10675,10638,72410,4
Dadra and Nagar Haveli,October,Week_2,10678,10640,72410,4
Dadra and Nagar Haveli,October,Week_3,10681,10642,72410,4
Dadra and Nagar Haveli,October,Week_4,10681,10642,72410,4
Dadra and Nagar Haveli,April,Week_2,4405,3728,72410,2
