STATE,MONTHS,Weeks,TOTAL_CONFIRMED,TOTAL_RECOVERED,TOTAL_TESTED,TOTAL_DECEASED
Lakshadweep,April,Week_5,2767,1430,75713,4
Lakshadweep,April,Week_4,2504,1329,72264,1
Lakshadweep,April,Week_3,1526,828,61382,1
Lakshadweep,April,Week_2,845,741,53552,1
Lakshadweep,April,Week_1,770,711,50955,1
Lakshadweep,March,Week_5,723,675,48477,1
Lakshadweep,March,Week_3,666,532,44549,1
Lakshadweep,March,Week_2,605,396,41486,1
Lakshadweep,March,Week_1,487,323,36930,1
Lakshadweep,February,Week_4,382,257,31207,1
Lakshadweep,March,Week_4,715,652,47410,1
Lakshadweep,February,Week_3,280,201,24868,0
Lakshadweep,January,Week_3,48,0,524,0
Lakshadweep,February,Week_2,233,133,16808,0
Lakshadweep,February,Week_1,153,63,8160,0
Lakshadweep,January,Week_5,87,49,2328,0
Lakshadweep,January,Week_4,69,0,888,0
Meghalaya,October,Week_5,83627,81746,1151665,1450
Meghalaya,October,Week_4,83527,81562,1145897,1449
Meghalaya,October,Week_3,83210,81034,1131468,1441
Meghalaya,October,Week_2,82734,80411,1114965,1431
Meghalaya,October,Week_1,82162,79468,1096520,1413
Meghalaya,September,Week_5,81290,78267,1074399,1404
Meghalaya,September,Week_4,80992,77902,1067590,1397
Meghalaya,September,Week_3,79817,76558,1044242,1381
Meghalaya,September,Week_2,78486,75436,1019798,1361
Meghalaya,September,Week_1,77280,74018,994185,1333
Meghalaya,August,Week_5,75836,72199,969158,1311
Meghalaya,August,Week_4,75336,71327,960185,1299
Meghalaya,August,Week_3,73448,69043,936519,1269
Meghalaya,August,Week_2,71388,66237,913992,1220
Meghalaya,August,Week_1,68631,62154,882789,1154
Meghalaya,July,Week_5,65000,57949,844473,1085
Meghalaya,July,Week_4,63014,56510,827680,1048
Meghalaya,July,Week_3,58833,53638,790967,974
Meghalaya,July,Week_2,55640,50794,757795,921
Meghalaya,July,Week_1,52712,47597,724438,886
Meghalaya,June,Week_5,49513,44459,698098,838
Meghalaya,June,Week_4,48783,43578,687754,827
Meghalaya,June,Week_3,45555,40574,660358,785
Meghalaya,June,Week_2,42309,37037,630067,743
Meghalaya,June,Week_1,39156,33160,600888,669
Meghalaya,May,Week_5,35598,28107,575001,578
Meghalaya,May,Week_4,33835,25266,562661,544
Meghalaya,May,Week_3,27755,20480,527955,414
Meghalaya,May,Week_2,22203,17909,501466,280
Meghalaya,May,Week_1,18927,16262,480778,199
Meghalaya,April,Week_5,16846,15083,461570,171
Meghalaya,April,Week_4,16430,14788,456470,167
Meghalaya,April,Week_3,15308,14130,441749,157
Meghalaya,April,Week_2,14485,13971,427651,151
Meghalaya,April,Week_1,14140,13882,413109,150
Meghalaya,March,Week_4,14032,13856,400173,150
Meghalaya,March,Week_5,14065,13866,402571,150
Meghalaya,March,Week_3,14012,13835,390648,149
Meghalaya,February,Week_2,13942,13645,354157,148
Meghalaya,February,Week_3,13952,13782,360092,148
Meghalaya,February,Week_4,13962,13797,369262,148
Meghalaya,March,Week_1,13972,13811,377326,148
Meghalaya,March,Week_2,13997,13820,383450,148
Meghalaya,February,Week_1,13885,13601,345293,147
Meghalaya,January,Week_3,13721,13446,323284,146
Meghalaya,January,Week_4,13749,13513,330810,146
Meghalaya,January,Week_5,13764,13550,334713,146
Meghalaya,January,Week_2,13687,13382,313914,144
Meghalaya,January,Week_1,13536,13257,303590,141
Meghalaya,December,Week_5,13408,13085,291959,139
Meghalaya,December,Week_4,13379,13042,289092,138
Meghalaya,December,Week_3,13258,12692,280244,134
Meghalaya,December,Week_2,12941,12058,267771,130
Meghalaya,December,Week_1,12314,11573,256221,120
Meghalaya,November,Week_4,11704,10735,239176,111
Meghalaya,November,Week_5,11810,10936,241631,111
Meghalaya,November,Week_3,11269,10236,228455,108
Meghalaya,November,Week_2,10633,9518,219427,100
Meghalaya,November,Week_1,10047,8959,210079,93
Maharashtra,October,Week_5,6611078,6450585,62667211,140216
Maharashtra,October,Week_4,6607954,6445454,62316910,140134
Maharashtra,October,Week_3,6598218,6430394,61494090,139925
Maharashtra,October,Week_2,6586280,6413418,60683524,139705
Maharashtra,October,Week_1,6570472,6394075,59766957,139411
Maharashtra,September,Week_5,6550856,6371728,58884819,139067
Maharashtra,September,Week_4,6544606,6365277,58429804,138962
Maharashtra,September,Week_3,6527629,6344744,57307825,138616
Maharashtra,September,Week_2,6504147,6312706,56225304,138221
Maharashtra,September,Week_1,6493698,6304336,55159364,137897
Maharashtra,August,Week_5,6464876,6272800,53976886,137313
Maharashtra,August,Week_4,6452273,6259906,53456403,137026
Maharashtra,August,Week_3,6420510,6227219,52124250,135817
Maharashtra,August,Week_2,6387863,6186223,50759767,134909
Maharashtra,August,Week_1,6347820,6139493,49372212,133845
Maharashtra,July,Week_5,6303715,6090786,47967609,132791
Maharashtra,July,Week_4,6282914,6064856,47369757,132145
Maharashtra,July,Week_3,6237755,6008750,46068435,130918
Maharashtra,July,Week_2,6181247,5944801,44609276,126390
Maharashtra,July,Week_1,6122893,5881167,43124800,123857
Maharashtra,June,Week_5,6061404,5819901,41637950,121945
Maharashtra,June,Week_4,6043548,5800925,41208361,121573
Maharashtra,June,Week_3,5979051,5733215,39669693,118313
Maharashtra,June,Week_2,5917121,5654003,38215492,112696
Maharashtra,June,Week_1,5842000,5564348,36696139,100470
Maharashtra,May,Week_5,5746892,5395370,35055054,95344
Maharashtra,May,Week_4,5692920,5307874,34350186,93198
Maharashtra,May,Week_3,5527092,5070801,32441776,86618
Maharashtra,May,Week_2,5309215,4707980,30602140,79552
Maharashtra,May,Week_1,4996758,4265326,28930580,74413
Maharashtra,April,Week_5,4602472,3868976,27106282,68813
Maharashtra,April,Week_4,4473394,3730729,26527862,67214
Maharashtra,April,Week_3,4027827,3268449,24614480,61911
Maharashtra,April,Week_2,3578160,2905721,22802200,58804
Maharashtra,April,Week_1,3173261,2613627,21148736,56652
Maharashtra,March,Week_5,2812980,2400727,19792143,54649
Maharashtra,March,Week_4,2713875,2332453,19358341,54181
Maharashtra,March,Week_3,2479682,2214867,18356200,53399
Maharashtra,March,Week_2,2314413,2134072,17516885,52861
Maharashtra,March,Week_1,2219727,2068044,16867286,52478
Maharashtra,February,Week_4,2155070,2024704,16284612,52154
Maharashtra,February,Week_3,2100884,1994947,15720259,51788
Maharashtra,February,Week_2,2064278,1975603,15321608,51529
Maharashtra,February,Week_1,2044071,1955548,14977683,51310
Maharashtra,January,Week_5,2026399,1929005,14617168,51082
Maharashtra,January,Week_4,2018413,1923187,14430223,50944
Maharashtra,January,Week_3,2000878,1903408,14019188,50634
Maharashtra,January,Week_2,1981623,1877588,13623298,50291
Maharashtra,January,Week_1,1958282,1856109,13199201,49897
Maharashtra,December,Week_5,1932112,1828546,12747633,49521
Maharashtra,December,Week_4,1922048,1814449,12543772,49305
Maharashtra,December,Week_3,1899352,1789958,12157953,48801
Maharashtra,December,Week_2,1883365,1761615,11748362,48269
Maharashtra,December,Week_1,1855341,1730715,11318721,47774
Maharashtra,November,Week_5,1823896,1685122,10856384,47151
Maharashtra,November,Week_4,1814515,1676564,10722198,46986
Maharashtra,November,Week_3,1774455,1647004,10120470,46573
Maharashtra,November,Week_2,1744698,1612314,9722961,45914
Maharashtra,November,Week_1,1714273,1569090,9378531,45115
Manipur,October,Week_5,123731,121102,1367673,1921
Manipur,October,Week_4,123526,120766,1362098,1918
Manipur,October,Week_3,123051,119800,1349383,1905
Manipur,October,Week_2,122432,119099,1334619,1889
Manipur,October,Week_1,121578,117950,1318415,1876
Manipur,September,Week_5,120584,116466,1300922,1855
Manipur,September,Week_4,120216,116221,1295808,1852
Manipur,September,Week_3,118870,114861,1274986,1835
Manipur,September,Week_2,117461,113032,1255696,1815
Manipur,September,Week_1,115866,110896,1234170,1802
Manipur,August,Week_5,113933,108754,1211461,1782
Manipur,August,Week_4,112941,107742,1201129,1775
Manipur,August,Week_3,110657,104771,1179311,1747
Manipur,August,Week_2,107668,99440,1153733,1700
Manipur,August,Week_1,103588,93802,1122853,1640
Manipur,July,Week_5,98499,86403,1086940,1556
Manipur,July,Week_4,95824,83392,1067147,1510
Manipur,July,Week_3,88050,76279,1020869,1424
Manipur,July,Week_2,80521,70985,975043,1326
Manipur,July,Week_1,74341,66578,933907,1229
Manipur,June,Week_5,69790,62628,901999,1150
Manipur,June,Week_4,68418,61646,892611,1130
Manipur,June,Week_3,64418,54065,859425,1055
Manipur,June,Week_2,60311,50878,818497,990
Manipur,June,Week_1,55828,45948,765523,896
Manipur,May,Week_5,50751,41153,717426,807
Manipur,May,Week_4,47843,39480,701485,761
Manipur,May,Week_3,42565,35606,675645,661
Manipur,May,Week_2,38322,31872,653736,552
Manipur,May,Week_1,34333,30378,631277,449
Manipur,April,Week_5,31586,29764,614444,405
Manipur,April,Week_4,31001,29376,609910,395
Manipur,April,Week_3,29961,29128,598268,380
Manipur,April,Week_2,29561,29052,589389,376
Manipur,March,Week_4,29385,28948,574525,374
Manipur,April,Week_1,29447,28998,583322,374
Manipur,March,Week_5,29400,28956,576140,374
Manipur,March,Week_3,29335,28933,568814,373
Manipur,February,Week_1,29126,28654,524987,373
Manipur,February,Week_2,29196,28748,533846,373
Manipur,February,Week_3,29237,28784,542337,373
Manipur,February,Week_4,29273,28867,549740,373
Manipur,March,Week_1,29291,28890,556094,373
Manipur,March,Week_2,29313,28914,562916,373
Manipur,January,Week_5,29070,28553,515122,371
Manipur,January,Week_4,29024,28499,510714,370
Manipur,January,Week_3,28940,28351,502426,367
Manipur,January,Week_2,28789,27976,494623,365
Manipur,January,Week_1,28533,27677,486172,364
Manipur,December,Week_5,28190,26678,474524,355
Manipur,December,Week_4,28062,26478,474524,348
Manipur,December,Week_3,27686,25779,460665,337
Manipur,December,Week_2,27211,24739,454148,324
Manipur,December,Week_1,26227,22997,437175,309
Manipur,November,Week_5,25047,21566,420342,281
Manipur,November,Week_4,24751,21203,415891,263
Manipur,November,Week_3,23020,19813,397854,233
Manipur,November,Week_2,21638,18334,384235,218
Manipur,November,Week_1,20133,16714,368087,194
Madhya Pradesh,October,Week_4,792823,782184,20123362,10524
Madhya Pradesh,October,Week_5,792854,782215,20294225,10524
Madhya Pradesh,October,Week_3,792721,782110,19722437,10523
Madhya Pradesh,October,Week_2,792669,782035,19357779,10523
Madhya Pradesh,October,Week_1,792600,781964,18947904,10522
Madhya Pradesh,September,Week_5,792531,781887,18554645,10522
Madhya Pradesh,September,Week_4,792511,781875,18431662,10520
Madhya Pradesh,September,Week_2,792360,781717,17520611,10517
Madhya Pradesh,September,Week_3,792410,781803,17979287,10517
Madhya Pradesh,August,Week_4,792143,781548,16399528,10516
Madhya Pradesh,August,Week_5,792175,781580,16587267,10516
Madhya Pradesh,September,Week_1,792281,781638,17057934,10516
Madhya Pradesh,August,Week_3,792096,781493,15936401,10515
Madhya Pradesh,August,Week_1,791950,781280,14939051,10514
Madhya Pradesh,August,Week_2,792023,781398,15446827,10514
Madhya Pradesh,July,Week_5,791828,781193,14427356,10513
Madhya Pradesh,July,Week_4,791778,781135,14209454,10513
Madhya Pradesh,July,Week_3,791704,781007,13708788,10512
Madhya Pradesh,July,Week_2,791594,780815,13175353,10508
Madhya Pradesh,July,Week_1,790070,780610,12655471,9019
Madhya Pradesh,June,Week_5,789804,780265,12075742,8969
Madhya Pradesh,June,Week_4,789733,780101,11937101,8936
Madhya Pradesh,June,Week_3,789350,778584,11468113,8786
Madhya Pradesh,June,Week_2,788425,775896,10975520,8588
Madhya Pradesh,June,Week_1,785767,768538,10442778,8369
Madhya Pradesh,May,Week_5,780030,748573,9896447,8067
Madhya Pradesh,May,Week_4,775709,733496,9666660,7891
Madhya Pradesh,May,Week_3,757119,682100,9148503,7394
Madhya Pradesh,May,Week_2,716708,605423,8650770,6841
Madhya Pradesh,May,Week_1,649114,547447,8192183,6244
Madhya Pradesh,April,Week_5,563327,466915,7747712,5616
Madhya Pradesh,April,Week_4,538165,439968,7629555,5424
Madhya Pradesh,April,Week_3,446811,359755,7233580,4788
Madhya Pradesh,April,Week_2,363352,309489,6872786,4312
Madhya Pradesh,April,Week_1,318014,287869,6595471,4086
Madhya Pradesh,March,Week_5,295511,274429,6389064,3986
Madhya Pradesh,March,Week_4,288683,270540,6322512,3958
Madhya Pradesh,March,Week_3,275727,263821,6140126,3906
Madhya Pradesh,March,Week_2,268594,259967,6006068,3887
Madhya Pradesh,March,Week_1,264643,257166,5895675,3871
Madhya Pradesh,February,Week_4,261766,255117,5786018,3864
Madhya Pradesh,February,Week_3,259427,253522,5677009,3854
Madhya Pradesh,February,Week_2,257646,251970,5575913,3834
Madhya Pradesh,February,Week_1,256398,250537,5470099,3820
Madhya Pradesh,January,Week_5,255112,248637,5361905,3810
Madhya Pradesh,January,Week_4,254496,247739,5307095,3802
Madhya Pradesh,January,Week_3,252767,244392,5159595,3776
Madhya Pradesh,January,Week_2,250429,239581,4998536,3740
Madhya Pradesh,January,Week_1,246822,234612,4827887,3682
Madhya Pradesh,December,Week_5,241791,228831,4641648,3606
Madhya Pradesh,December,Week_4,239228,225782,4558039,3572
Madhya Pradesh,December,Week_3,232319,217775,4365507,3490
Madhya Pradesh,December,Week_2,224636,208421,4165575,3412
Madhya Pradesh,December,Week_1,215957,199167,3961552,3347
Madhya Pradesh,November,Week_5,206128,188097,3751131,3260
Madhya Pradesh,November,Week_4,203231,185013,3691219,3237
Madhya Pradesh,November,Week_3,191246,176905,3467809,3149
Madhya Pradesh,November,Week_2,183057,170969,3308898,3083
Madhya Pradesh,November,Week_1,176468,165715,3123070,3017
Mizoram,October,Week_5,121359,114612,1298444,432
Mizoram,October,Week_4,119496,112600,1281539,425
Mizoram,October,Week_3,115207,105510,1234415,400
Mizoram,October,Week_2,109818,96744,1192652,373
Mizoram,October,Week_1,102629,87148,1142781,342
Mizoram,September,Week_5,93660,78104,1090373,309
Mizoram,September,Week_4,90539,75405,1073777,303
Mizoram,September,Week_3,81460,67184,1018677,267
Mizoram,September,Week_2,72883,60297,963963,244
Mizoram,September,Week_1,65696,54697,908982,227
Mizoram,August,Week_5,59119,50170,852854,217
Mizoram,August,Week_4,56644,48968,836986,209
Mizoram,August,Week_3,51604,45418,778577,192
Mizoram,August,Week_2,47995,37626,724107,178
Mizoram,August,Week_1,43530,31393,669951,162
Mizoram,July,Week_5,38064,26387,616223,148
Mizoram,July,Week_4,35297,24657,598718,140
Mizoram,July,Week_3,29020,22322,565462,127
Mizoram,July,Week_2,25170,20262,532662,115
Mizoram,July,Week_1,22155,18643,506725,99
Mizoram,June,Week_5,20075,16188,483597,93
Mizoram,June,Week_4,19455,15295,478495,91
Mizoram,June,Week_3,17605,13667,455256,84
Mizoram,June,Week_2,15363,11879,433232,70
Mizoram,June,Week_1,13679,10553,410614,55
Mizoram,May,Week_5,12087,9214,389751,40
Mizoram,May,Week_4,11382,8643,377806,35
Mizoram,May,Week_3,9732,7521,354526,30
Mizoram,May,Week_2,8377,6411,341916,23
Mizoram,May,Week_1,7147,5459,323271,17
Mizoram,April,Week_5,6019,4926,303922,15
Mizoram,April,Week_4,5741,4792,297210,13
Mizoram,April,Week_3,5085,4576,280243,12
Mizoram,April,Week_2,4685,4470,266380,12
Mizoram,March,Week_4,4465,4428,251064,11
Mizoram,April,Week_1,4508,4451,257181,11
Mizoram,March,Week_5,4473,4434,252400,11
Mizoram,March,Week_3,4447,4421,246189,11
Mizoram,February,Week_3,4409,4377,226402,10
Mizoram,February,Week_4,4423,4393,232060,10
Mizoram,March,Week_1,4428,4410,237047,10
Mizoram,March,Week_2,4436,4416,242331,10
Mizoram,January,Week_2,4310,4205,190060,9
Mizoram,January,Week_3,4346,4274,197674,9
Mizoram,January,Week_4,4362,4313,204491,9
Mizoram,January,Week_5,4372,4330,207303,9
Mizoram,February,Week_1,4382,4350,214776,9
Mizoram,February,Week_2,4392,4366,220482,9
Mizoram,December,Week_4,4184,4068,176234,8
Mizoram,December,Week_5,4204,4098,179594,8
Mizoram,January,Week_1,4256,4172,184069,8
Mizoram,December,Week_2,4040,3869,164617,7
Mizoram,December,Week_3,4124,3973,171305,7
Mizoram,December,Week_1,3936,3756,157292,6
Mizoram,November,Week_3,3607,3122,139021,5
Mizoram,November,Week_4,3806,3425,148003,5
Mizoram,November,Week_5,3825,3499,150119,5
Mizoram,November,Week_2,3368,2820,129407,3
Mizoram,November,Week_1,3032,2526,121633,2
Nagaland,August,Week_5,30083,27762,320909,762
Nagaland,October,Week_5,31842,29904,395416,685
Nagaland,October,Week_4,31772,29844,393494,684
Nagaland,October,Week_3,31670,29717,389226,677
Nagaland,October,Week_2,31516,29597,384643,673
Nagaland,October,Week_1,31397,29411,379801,668
Nagaland,September,Week_5,31244,29227,372495,665
Nagaland,September,Week_4,31195,29145,370298,664
Nagaland,September,Week_3,30959,28878,360340,657
Nagaland,September,Week_2,30694,28538,379913,646
Nagaland,September,Week_1,30435,28178,335439,632
Nagaland,August,Week_4,29920,27601,316024,614
Nagaland,August,Week_3,29554,27099,299998,609
Nagaland,August,Week_2,29097,26388,288506,597
Nagaland,August,Week_1,28551,25757,275755,583
Nagaland,July,Week_5,27872,25193,263703,566
Nagaland,July,Week_4,27586,24910,259295,552
Nagaland,July,Week_3,26943,24434,250113,535
Nagaland,July,Week_2,26249,23987,241262,516
Nagaland,July,Week_1,25663,23376,234126,505
Nagaland,June,Week_5,25239,22699,226675,495
Nagaland,June,Week_4,25017,22426,223839,493
Nagaland,June,Week_3,24374,21367,215701,475
Nagaland,June,Week_2,23753,19431,208616,456
Nagaland,June,Week_1,22918,17143,200370,429
Nagaland,May,Week_5,21680,15738,192253,363
Nagaland,May,Week_4,21215,15258,189650,343
Nagaland,May,Week_3,19593,14149,181052,258
Nagaland,May,Week_2,17531,13034,171234,190
Nagaland,May,Week_1,15580,12540,151718,122
Nagaland,April,Week_5,13976,12224,146937,104
Nagaland,April,Week_4,13569,12183,145547,100
Nagaland,April,Week_3,12747,12114,141806,94
Nagaland,April,Week_2,12440,12097,139312,93
Nagaland,April,Week_1,12376,11984,137507,91
Nagaland,March,Week_5,12340,11980,136361,91
Nagaland,February,Week_3,12192,11936,129164,91
Nagaland,February,Week_4,12200,11949,130265,91
Nagaland,March,Week_1,12217,11953,131788,91
Nagaland,March,Week_2,12225,11966,133812,91
Nagaland,March,Week_3,12225,11978,134886,91
Nagaland,March,Week_4,12230,11980,135936,91
Nagaland,January,Week_3,12070,11733,123635,88
Nagaland,January,Week_4,12084,11801,124466,88
Nagaland,January,Week_5,12094,11806,124945,88
Nagaland,February,Week_1,12158,11826,126597,88
Nagaland,February,Week_2,12189,11877,128108,88
Nagaland,January,Week_2,12035,11685,122578,86
Nagaland,January,Week_1,11960,11610,121428,82
Nagaland,December,Week_4,11911,11458,119858,79
Nagaland,December,Week_5,11927,11514,120246,79
Nagaland,December,Week_3,11858,11194,118937,73
Nagaland,December,Week_2,11728,10939,117267,69
Nagaland,December,Week_1,11418,10658,114809,66
Nagaland,November,Week_4,11115,9724,112347,64
Nagaland,November,Week_5,11186,10086,113046,64
Nagaland,November,Week_3,10674,9137,124809,57
Nagaland,November,Week_2,9750,8794,104157,52
Nagaland,November,Week_1,9455,8249,102862,45
Orissa,October,Week_5,1041457,1029147,21994343,8386
Orissa,October,Week_4,1040230,1027654,21789353,8375
Orissa,October,Week_3,1037056,1024422,21314981,8351
Orissa,October,Week_2,1033809,1020645,20892297,8327
Orissa,October,Week_1,1029994,1017116,20443634,8287
Orissa,September,Week_5,1026476,1013142,19968786,8251
Orissa,September,Week_4,1025309,1012116,19841897,8240
Orissa,September,Week_3,1021216,1008226,19376326,8199
Orissa,September,Week_2,1017261,1003603,18953163,8161
Orissa,September,Week_1,1012805,998591,18534435,8115
Orissa,August,Week_5,1007750,993235,18069632,8022
Orissa,August,Week_4,1005654,990796,17878694,7818
Orissa,August,Week_3,1000084,984224,17415872,7342
Orissa,August,Week_2,993507,977197,16957359,6876
Orissa,August,Week_1,985827,968453,16491415,6419
Orissa,July,Week_5,977268,956828,16022677,5955
Orissa,July,Week_4,972517,951049,15797630,5756
Orissa,July,Week_3,959986,936950,15278399,5294
Orissa,July,Week_2,945749,920646,14772938,4848
Orissa,July,Week_1,929788,900282,14263163,4411
Orissa,June,Week_5,909800,877540,13759870,4071
Orissa,June,Week_4,903789,870787,13620526,3983
Orissa,June,Week_3,880533,844801,13156199,3686
Orissa,June,Week_2,856121,804981,12720932,3399
Orissa,June,Week_1,819214,747805,12250294,3088
Orissa,May,Week_5,764997,680932,11773072,2807
Orissa,May,Week_4,739955,647133,11596753,2704
Orissa,May,Week_3,668422,567382,11180649,2483
Orissa,May,Week_2,588687,491674,10769312,2326
Orissa,May,Week_1,512400,431658,10418217,2193
Orissa,April,Week_5,444194,385414,10086656,2096
Orissa,April,Week_4,428515,375721,9997140,2070
Orissa,April,Week_3,382315,351386,9706949,2011
Orissa,April,Week_2,355353,341733,9461720,1986
Orissa,April,Week_1,344647,338662,9244574,1976
Orissa,March,Week_5,340917,337091,9043972,1974
Orissa,March,Week_4,340194,336691,8975095,1973
Orissa,March,Week_3,338817,336124,8788844,1972
Orissa,March,Week_2,338192,335660,8621715,1971
Orissa,March,Week_1,337744,335080,8472230,1970
Orissa,February,Week_4,337191,334571,8321641,1969
Orissa,February,Week_3,336636,334107,8167772,1967
Orissa,February,Week_2,336174,333554,8023978,1963
Orissa,February,Week_1,335620,332948,7864557,1962
Orissa,January,Week_4,334780,331667,7635887,1959
Orissa,January,Week_5,335072,332103,7709606,1959
Orissa,January,Week_3,333866,330545,7477757,1956
Orissa,January,Week_2,332763,328832,7292068,1949
Orissa,January,Week_1,331151,327290,7086730,1941
Orissa,December,Week_5,329621,325432,6946965,1926
Orissa,December,Week_4,328738,324392,6855829,1917
Orissa,December,Week_3,326596,321956,6635980,1892
Orissa,December,Week_2,324089,319458,6409675,1864
Orissa,December,Week_1,321564,316447,6181992,1831
Orissa,November,Week_5,318725,312065,5904570,1792
Orissa,November,Week_4,317789,310549,5819584,1783
Orissa,November,Week_3,313323,304908,5518644,1678
Orissa,November,Week_2,307906,296516,5219014,1563
Orissa,November,Week_1,300140,286857,4888509,1463
Punjab,October,Week_5,602401,585591,15429415,16559
Punjab,October,Week_4,602320,585514,15326640,16556
Punjab,October,Week_3,602135,585358,15105691,16551
Punjab,October,Week_2,601968,585199,14932493,16538
Punjab,October,Week_1,601805,585020,14744319,16526
Punjab,September,Week_5,601635,584832,14534488,16516
Punjab,September,Week_4,601578,584770,14469634,16509
Punjab,September,Week_3,601359,584554,14235452,16501
Punjab,September,Week_2,601109,584326,13964504,16464
Punjab,September,Week_1,600877,584110,13685244,16447
